637852227199808833,1649625919.98088,938563,1,(0.3, 0.3, 0.9)
637852227239118796,1649625923.91188,938563,2,(0.2, 0.2, 1.0)
637852227239228794,1649625923.92288,938563,3,(0.2, 0.2, 1.0)
637852227239338792,1649625923.93388,938563,4,(0.1, 0.2, 1.0)
637852227239458786,1649625923.94588,938563,5,(0.2, 0.2, 1.0)
637852227239558794,1649625923.95588,938563,6,(0.1, 0.2, 1.0)
637852227239668792,1649625923.96688,938563,7,(0.1, 0.2, 1.0)
637852227239788797,1649625923.97888,938563,8,(0.1, 0.2, 1.0)
637852227239898794,1649625923.98988,938563,9,(0.2, 0.2, 1.0)
637852227239998795,1649625923.99988,938563,10,(0.2, 0.2, 1.0)
637852227240118793,1649625924.01188,938563,11,(0.1, 0.2, 1.0)
637852227240228794,1649625924.02288,938563,12,(0.1, 0.2, 1.0)
637852227240338792,1649625924.03388,938563,13,(0.2, 0.2, 1.0)
637852227240448786,1649625924.04488,938563,14,(0.2, 0.2, 1.0)
637852227240558793,1649625924.05588,938563,15,(0.2, 0.2, 1.0)
637852227240668794,1649625924.06688,938563,16,(0.2, 0.2, 1.0)
637852227240778793,1649625924.07788,938563,17,(0.2, 0.2, 1.0)
637852227240898785,1649625924.08988,938563,18,(0.2, 0.2, 1.0)
637852227241008789,1649625924.10088,938563,19,(0.2, 0.2, 1.0)
637852227241118791,1649625924.11188,938563,20,(0.2, 0.2, 1.0)
637852227241228797,1649625924.12288,938563,21,(0.2, 0.2, 1.0)
637852227241338791,1649625924.13388,938563,22,(0.2, 0.2, 1.0)
637852227241448785,1649625924.14488,938563,23,(0.2, 0.2, 1.0)
637852227241558797,1649625924.15588,938563,24,(0.2, 0.2, 1.0)
637852227241668793,1649625924.16688,938563,25,(0.2, 0.2, 1.0)
637852227241788784,1649625924.17888,938563,26,(0.2, 0.2, 1.0)
637852227241898783,1649625924.18988,938563,27,(0.1, 0.2, 1.0)
637852227241998794,1649625924.19988,938563,28,(0.1, 0.2, 1.0)
637852227242118791,1649625924.21188,938563,29,(0.2, 0.2, 1.0)
637852227242228802,1649625924.22288,938563,30,(0.2, 0.2, 1.0)
637852227242338786,1649625924.23388,938563,31,(0.2, 0.2, 1.0)
637852227242448783,1649625924.24488,938563,32,(0.2, 0.2, 1.0)
637852227242558792,1649625924.25588,938563,33,(0.2, 0.2, 1.0)
637852227242668790,1649625924.26688,938563,34,(0.2, 0.2, 1.0)
637852227242778790,1649625924.27788,938563,35,(0.2, 0.2, 1.0)
637852227242888790,1649625924.28888,938563,36,(0.2, 0.2, 1.0)
637852227242998790,1649625924.29988,938563,37,(0.2, 0.2, 1.0)
637852227243118793,1649625924.31188,938563,38,(0.2, 0.3, 1.0)
637852227243228787,1649625924.32288,938563,39,(0.2, 0.2, 1.0)
637852227243348794,1649625924.33488,938563,40,(0.2, 0.3, 1.0)
637852227243488792,1649625924.34888,938563,41,(0.2, 0.3, 1.0)
637852227243568782,1649625924.35688,938563,42,(0.2, 0.3, 1.0)
637852227243678783,1649625924.36788,938563,43,(0.2, 0.2, 1.0)
637852227243788783,1649625924.37888,938563,44,(0.2, 0.2, 1.0)
637852227243888787,1649625924.38888,938563,45,(0.2, 0.2, 1.0)
637852227243998785,1649625924.39988,938563,46,(0.2, 0.2, 1.0)
637852227244118781,1649625924.41188,938563,47,(0.2, 0.2, 1.0)
637852227244238789,1649625924.42388,938563,48,(0.2, 0.2, 1.0)
637852227244338791,1649625924.43388,938563,49,(0.1, 0.2, 1.0)
637852227244448792,1649625924.44488,938563,50,(0.1, 0.2, 1.0)
637852227244558790,1649625924.45588,938563,51,(0.1, 0.3, 1.0)
637852227244668786,1649625924.46688,938563,52,(0.0, 0.1, 1.0)
637852227244778783,1649625924.47788,938563,53,(0.1, 0.2, 1.0)
637852227244898786,1649625924.48988,938563,54,(0.1, 0.0, 1.0)
637852227245008795,1649625924.50088,938563,55,(0.1, 0.0, 1.0)
637852227245118789,1649625924.51188,938563,56,(0.1, 0.1, 1.0)
637852227245228789,1649625924.52288,938563,57,(0.1, 0.1, 1.0)
637852227245338791,1649625924.53388,938563,58,(0.1, 0.2, 1.0)
637852227245448789,1649625924.54488,938563,59,(0.1, 0.2, 1.0)
637852227245558782,1649625924.55588,938563,60,(0.2, 0.2, 1.0)
637852227245678792,1649625924.56788,938563,61,(0.1, 0.2, 1.0)
637852227245788790,1649625924.57888,938563,62,(0.1, 0.2, 1.0)
637852227245898789,1649625924.58988,938563,63,(0.1, 0.2, 1.0)
637852227246008793,1649625924.60088,938563,64,(0.1, 0.2, 1.0)
637852227246118789,1649625924.61188,938563,65,(0.1, 0.2, 1.0)
637852227246228786,1649625924.62288,938563,66,(0.1, 0.2, 1.0)
637852227246338786,1649625924.63388,938563,67,(0.1, 0.2, 1.0)
637852227246448786,1649625924.64488,938563,68,(0.1, 0.2, 1.0)
637852227246568782,1649625924.65688,938563,69,(0.1, 0.2, 1.0)
637852227246668788,1649625924.66688,938563,70,(0.1, 0.2, 1.0)
