637849519235926444,1649355123.59264,938563,1,(0.0, 0.3, 0.9)
637849519236026438,1649355123.60264,938563,2,(0.1, 0.3, 0.9)
637849519236146436,1649355123.61464,938563,476061,(0.0, 0.3, 1.0)
637849519236246449,1649355123.62464,938563,476062,(0.0, 0.3, 0.9)
637849519236356437,1649355123.63564,938563,476062,(0.0, 0.3, 1.0)
637849519236476433,1649355123.64764,938563,476065,(0.0, 0.3, 0.9)
637849519236586441,1649355123.65864,938563,476066,(0.0, 0.3, 0.9)
637849519236696436,1649355123.66964,938563,476066,(0.0, 0.3, 0.9)
637849519236806435,1649355123.68064,938563,476068,(0.0, 0.3, 0.9)
637849519236916439,1649355123.69164,938563,476068,(0.0, 0.3, 0.9)
637849519237026433,1649355123.70264,938563,476070,(0.0, 0.3, 0.9)
637849519237136441,1649355123.71364,938563,476070,(0.0, 0.3, 0.9)
637849519237246442,1649355123.72464,938563,476072,(0.0, 0.3, 0.9)
637849519237356440,1649355123.73564,938563,476074,(0.0, 0.3, 0.9)
637849519237466439,1649355123.74664,938563,476074,(0.0, 0.3, 0.9)
637849519237576433,1649355123.75764,938563,476076,(0.1, 0.3, 0.9)
637849519237696438,1649355123.76964,938563,476076,(0.0, 0.3, 1.0)
637849519237806444,1649355123.78064,938563,476078,(0.0, 0.3, 1.0)
637849519237916436,1649355123.79164,938563,476078,(0.0, 0.3, 1.0)
637849519238026434,1649355123.80264,938563,476079,(0.0, 0.3, 1.0)
637849519238136440,1649355123.81364,938563,476081,(0.0, 0.3, 1.0)
637849519238246449,1649355123.82464,938563,476081,(0.0, 0.3, 1.0)
637849519238356437,1649355123.83564,938563,23,(0.0, 0.3, 1.0)
637849519238476437,1649355123.84764,938563,24,(0.0, 0.3, 1.0)
637849519238576434,1649355123.85764,938563,25,(0.0, 0.3, 1.0)
637849519238686428,1649355123.86864,938563,26,(0.1, 0.3, 0.9)
637849519238806437,1649355123.88064,938563,27,(0.1, 0.3, 0.9)
637849519238916437,1649355123.89164,938563,28,(0.1, 0.3, 0.9)
637849519239026440,1649355123.90264,938563,29,(0.1, 0.3, 0.9)
637849519239136434,1649355123.91364,938563,30,(0.1, 0.3, 0.9)
637849519239246443,1649355123.92464,938563,31,(0.1, 0.3, 0.9)
637849519239356439,1649355123.93564,938563,32,(0.1, 0.3, 0.9)
637849519239466436,1649355123.94664,938563,33,(0.1, 0.3, 0.9)
637849519239586436,1649355123.95864,938563,34,(0.1, 0.3, 0.9)
637849519239686437,1649355123.96864,938563,35,(0.1, 0.3, 0.9)
637849519239806430,1649355123.98064,938563,36,(0.1, 0.3, 0.9)
637849519239916438,1649355123.99164,938563,37,(0.1, 0.3, 0.9)
637849519240026436,1649355124.00264,938563,38,(0.1, 0.3, 0.9)
637849519240136433,1649355124.01364,938563,39,(0.1, 0.3, 1.0)
637849519240246438,1649355124.02464,938563,40,(0.1, 0.3, 1.0)
637849519240366436,1649355124.03664,938563,41,(0.0, 0.3, 0.9)
637849519240466435,1649355124.04664,938563,42,(0.1, 0.4, 0.9)
637849519240576427,1649355124.05764,938563,43,(0.0, 0.2, 1.0)
637849519240696429,1649355124.06964,938563,44,(0.0, 0.2, 1.0)
637849519240806435,1649355124.08064,938563,45,(0.0, 0.2, 1.0)
