frame 543 : x_580.6427192687988, y_514.7109317779541
frame 544 : x_580.2558898925781, y_480.82802295684814
frame 545 : x_579.554557800293, y_447.74696588516235
frame 546 : x_578.7398338317871, y_420.53775787353516
frame 547 : x_580.5334281921387, y_401.73811197280884
frame 548 : x_583.6642265319824, y_387.68099784851074
frame 549 : x_587.2368049621582, y_382.7927255630493
frame 550 : x_588.142204284668, y_389.18713331222534
frame 551 : x_586.957893371582, y_409.1896963119507
frame 552 : x_581.7090606689453, y_443.58325481414795
frame 553 : x_578.1225395202637, y_484.9469304084778
frame 554 : x_574.4971466064453, y_509.6858024597168
frame 555 : x_575.4509544372559, y_474.92141246795654
frame 556 : x_574.7546195983887, y_442.1617913246155
frame 557 : x_575.6230163574219, y_417.0078635215759
frame 558 : x_577.095890045166, y_400.0912141799927
frame 559 : x_580.0985908508301, y_389.1185760498047
frame 560 : x_582.8474044799805, y_390.40886878967285
frame 561 : x_583.3554458618164, y_406.3473916053772
frame 562 : x_581.7424011230469, y_436.4857220649719
frame 563 : x_579.8971366882324, y_476.63560152053833
frame 564 : x_579.664306640625, y_514.6202087402344
frame 565 : x_579.9179649353027, y_481.82631969451904
frame 566 : x_580.5954551696777, y_450.3630208969116
frame 567 : x_581.1462593078613, y_425.95470428466797
frame 568 : x_584.3035697937012, y_404.71632957458496
frame 569 : x_589.4105911254883, y_390.25147676467896
frame 570 : x_595.0401496887207, y_382.7880048751831
frame 571 : x_598.5971069335938, y_388.4974193572998
frame 572 : x_598.4479904174805, y_408.9456582069397
frame 573 : x_596.7842864990234, y_441.9329023361206
frame 574 : x_591.6198921203613, y_481.5188527107239
frame 575 : x_586.8087959289551, y_512.144787311554
frame 576 : x_582.4884605407715, y_478.70858430862427
frame 577 : x_579.7933959960938, y_448.24291706085205
frame 578 : x_579.2061042785645, y_427.0113015174866
frame 579 : x_582.31201171875, y_409.15560007095337
frame 580 : x_588.4377098083496, y_396.97049617767334
frame 581 : x_595.1331329345703, y_391.3114857673645
frame 582 : x_600.0912857055664, y_395.9217309951782
frame 583 : x_602.0975685119629, y_416.10958099365234
frame 584 : x_599.3422889709473, y_447.236487865448
frame 585 : x_593.0279159545898, y_488.21768045425415
frame 586 : x_587.164363861084, y_503.7113428115845
frame 587 : x_582.0142364501953, y_469.3918991088867
frame 588 : x_577.7890014648438, y_441.21471405029297
frame 589 : x_577.186279296875, y_420.7430863380432
frame 590 : x_581.2028503417969, y_404.57046031951904
frame 591 : x_588.5234832763672, y_394.1778874397278
frame 592 : x_596.9179916381836, y_389.5302200317383
frame 593 : x_604.073600769043, y_395.8400630950928
frame 594 : x_604.763298034668, y_416.08211517333984
frame 595 : x_602.7908515930176, y_449.6869969367981
frame 596 : x_597.8561782836914, y_493.0093288421631
frame 597 : x_592.5154876708984, y_502.1110725402832
frame 598 : x_584.8948860168457, y_469.5458149909973
frame 599 : x_578.7723541259766, y_439.9354290962219
frame 600 : x_578.3208465576172, y_418.8906240463257
frame 601 : x_580.1567840576172, y_401.5236210823059
frame 602 : x_585.688419342041, y_391.189649105072
frame 603 : x_591.0952377319336, y_391.3534140586853
frame 604 : x_593.899040222168, y_408.2551074028015
frame 605 : x_591.2224769592285, y_443.57293367385864
frame 606 : x_584.4825172424316, y_487.2373652458191
frame 607 : x_581.4111137390137, y_508.35585594177246
frame 608 : x_578.6136627197266, y_471.843159198761
frame 609 : x_577.0663452148438, y_438.47137212753296
frame 610 : x_576.6068840026855, y_415.96092224121094
frame 611 : x_578.5050392150879, y_399.1360902786255
frame 612 : x_583.2190895080566, y_386.73986434936523
frame 613 : x_588.3341789245605, y_386.51976227760315
frame 614 : x_592.8656196594238, y_400.2734971046448
frame 615 : x_591.6632461547852, y_429.95156049728394
frame 616 : x_589.0911483764648, y_473.0121088027954
frame 617 : x_587.9817199707031, y_514.7184205055237
frame 618 : x_583.8399505615234, y_481.24687671661377
frame 619 : x_581.5339279174805, y_447.80056715011597
frame 620 : x_580.7883834838867, y_421.5450668334961
frame 621 : x_581.767749786377, y_403.15470457077026
frame 622 : x_584.9997329711914, y_390.91477632522583
frame 623 : x_588.1877136230469, y_389.39382433891296
frame 624 : x_588.9713287353516, y_403.9651608467102
frame 625 : x_585.6759643554688, y_434.90351915359497
frame 626 : x_582.9401969909668, y_475.88348865509033
frame 627 : x_582.6838493347168, y_511.9408321380615
frame 628 : x_582.3247337341309, y_476.3780879974365
frame 629 : x_583.1341743469238, y_444.09311056137085
frame 630 : x_585.2709007263184, y_419.29572343826294
frame 631 : x_589.3172454833984, y_400.4723882675171
frame 632 : x_595.3949356079102, y_386.8611538410187
frame 633 : x_601.5358924865723, y_379.77041244506836
frame 634 : x_607.2286224365234, y_384.2551839351654
frame 635 : x_609.713134765625, y_401.59181356430054
frame 636 : x_607.6582336425781, y_434.08478021621704
frame 637 : x_605.0014877319336, y_474.3073797225952
frame 638 : x_603.7827682495117, y_511.89499855041504
frame 639 : x_599.536247253418, y_480.0512981414795
frame 640 : x_597.7556037902832, y_447.4513006210327
frame 641 : x_594.5279121398926, y_423.13926458358765
frame 642 : x_595.5097961425781, y_406.5049123764038
frame 643 : x_596.116886138916, y_394.0074062347412
frame 644 : x_599.6505737304688, y_390.28419971466064
frame 645 : x_600.1705169677734, y_398.8228511810303
frame 646 : x_596.2144088745117, y_421.4864444732666
frame 647 : x_588.5747718811035, y_457.0971894264221
frame 648 : x_581.2126350402832, y_497.20986127853394
frame 649 : x_577.2139167785645, y_493.06816577911377
frame 650 : x_573.8085174560547, y_459.9240446090698
frame 651 : x_568.9393043518066, y_436.7931032180786
frame 652 : x_567.8109550476074, y_418.75861644744873
frame 653 : x_570.3474617004395, y_404.16776418685913
frame 654 : x_573.5654830932617, y_395.7954525947571
frame 655 : x_578.8444328308105, y_395.77163457870483
frame 656 : x_583.3478736877441, y_408.09293031692505
frame 657 : x_582.6636505126953, y_433.3436965942383
frame 658 : x_580.7544898986816, y_470.2584671974182
frame 659 : x_579.9470329284668, y_509.8433446884155
frame 660 : x_580.7242774963379, y_483.502893447876
frame 661 : x_578.4578514099121, y_455.79902172088623
frame 662 : x_577.6047325134277, y_435.09835481643677
frame 663 : x_581.3925170898438, y_419.2753601074219
frame 664 : x_585.3890037536621, y_407.83462285995483
frame 665 : x_589.5903205871582, y_403.64640712738037
frame 666 : x_592.2291946411133, y_410.127375125885
frame 667 : x_595.0564193725586, y_430.55503606796265
frame 668 : x_595.067138671875, y_464.6652030944824
frame 669 : x_594.5653343200684, y_505.2797269821167
frame 670 : x_593.9263534545898, y_489.1580843925476
frame 671 : x_593.8778686523438, y_456.47998094558716
frame 672 : x_593.140754699707, y_431.092894077301
frame 673 : x_594.5387840270996, y_414.9145817756653
frame 674 : x_597.5191688537598, y_402.57654905319214
frame 675 : x_599.9215888977051, y_398.7318277359009
frame 676 : x_601.2216186523438, y_407.4635982513428
frame 677 : x_599.2706680297852, y_429.749858379364
frame 678 : x_594.4547080993652, y_466.05780601501465
frame 679 : x_587.4236679077148, y_507.56762981414795
frame 680 : x_584.114933013916, y_484.42917823791504
frame 681 : x_582.1333503723145, y_451.29014253616333
frame 682 : x_579.6392250061035, y_427.5195908546448
frame 683 : x_579.5466232299805, y_409.5807194709778
frame 684 : x_581.8595123291016, y_398.8706159591675
frame 685 : x_585.5739212036133, y_392.54034519195557
frame 686 : x_589.9588966369629, y_394.0432405471802
frame 687 : x_592.9446601867676, y_412.5699019432068
frame 688 : x_591.927433013916, y_442.71580696105957
frame 689 : x_590.1868629455566, y_483.3738899230957
frame 690 : x_590.6953048706055, y_506.0382342338562
frame 691 : x_591.0148048400879, y_471.2829637527466
frame 692 : x_588.8071060180664, y_444.15441513061523
frame 693 : x_591.1879348754883, y_423.87704372406006
frame 694 : x_595.8479118347168, y_407.5671315193176
frame 695 : x_604.3893241882324, y_397.2914171218872
frame 696 : x_611.8732070922852, y_397.4513840675354
frame 697 : x_612.7443313598633, y_414.41298723220825
frame 698 : x_611.3040351867676, y_443.1652593612671
frame 699 : x_608.3437538146973, y_484.61294174194336
frame 700 : x_604.3436241149902, y_510.6277084350586
frame 701 : x_599.411506652832, y_477.48159170150757
frame 702 : x_595.4349327087402, y_446.62543773651123
frame 703 : x_594.6689796447754, y_424.0476322174072
frame 704 : x_594.0938758850098, y_408.16444873809814
frame 705 : x_594.8479461669922, y_402.43645191192627
frame 706 : x_594.3749046325684, y_412.9963517189026
frame 707 : x_593.1105422973633, y_439.7587466239929
frame 708 : x_590.8194351196289, y_478.87625455856323
frame 709 : x_588.6150741577148, y_511.84590339660645
frame 710 : x_586.9212532043457, y_476.7788100242615
frame 711 : x_585.869312286377, y_445.6541132926941
frame 712 : x_586.5859603881836, y_421.40724420547485
frame 713 : x_588.9434432983398, y_406.4000701904297
frame 714 : x_592.652645111084, y_396.0986280441284
frame 715 : x_598.1064033508301, y_393.923442363739
frame 716 : x_602.8207778930664, y_405.22740840911865
frame 717 : x_603.1479454040527, y_428.3008003234863
frame 718 : x_599.4876480102539, y_461.9405722618103
frame 719 : x_597.2335052490234, y_501.8249773979187
frame 720 : x_595.732536315918, y_487.68168926239014
frame 721 : x_593.175163269043, y_455.19681215286255
frame 722 : x_590.7363319396973, y_434.0424656867981
frame 723 : x_589.2089080810547, y_416.5307950973511
frame 724 : x_590.7883071899414, y_402.4140930175781
frame 725 : x_594.4437026977539, y_391.0234808921814
frame 726 : x_599.6075820922852, y_387.04649448394775
frame 727 : x_603.1220626831055, y_395.73979139328003
frame 728 : x_603.1025123596191, y_419.2612838745117
frame 729 : x_600.8193016052246, y_453.88617753982544
frame 730 : x_597.8839302062988, y_498.3452296257019
frame 731 : x_596.1883735656738, y_493.8763689994812
frame 732 : x_592.4808502197266, y_458.7110638618469
frame 733 : x_590.7520484924316, y_431.72271966934204
frame 734 : x_591.904182434082, y_409.8979926109314
frame 735 : x_593.1174659729004, y_395.43060779571533
frame 736 : x_595.2011299133301, y_390.26193737983704
frame 737 : x_594.8041915893555, y_398.25984477996826
frame 738 : x_591.9475746154785, y_420.4289245605469
frame 739 : x_588.2924270629883, y_458.0592441558838
frame 740 : x_584.6845436096191, y_498.7109971046448
frame 741 : x_583.6842155456543, y_494.3010377883911
frame 742 : x_583.019847869873, y_462.35867500305176
frame 743 : x_582.4724578857422, y_436.97431325912476
frame 744 : x_583.1833267211914, y_419.79873418807983
frame 745 : x_586.1692237854004, y_407.0141887664795
frame 746 : x_589.9166870117188, y_399.99699354171753
frame 747 : x_593.5361862182617, y_402.69795656204224
frame 748 : x_594.1804695129395, y_419.6870255470276
frame 749 : x_593.4105682373047, y_451.31145000457764
frame 750 : x_589.4344329833984, y_490.5236077308655
frame 751 : x_587.3759269714355, y_502.6490807533264
frame 752 : x_586.0448455810547, y_470.4056239128113
frame 753 : x_584.2916679382324, y_441.52735233306885
frame 754 : x_584.2083168029785, y_419.38518047332764
frame 755 : x_588.3697891235352, y_404.1520142555237
frame 756 : x_592.2226142883301, y_394.1928005218506
frame 757 : x_595.3976631164551, y_396.0109519958496
frame 758 : x_596.309871673584, y_412.77546644210815
frame 759 : x_594.6448707580566, y_442.834210395813
frame 760 : x_591.9133758544922, y_483.24074506759644
frame 761 : x_589.5482635498047, y_510.87788343429565
frame 762 : x_586.9927787780762, y_477.50075340270996
frame 763 : x_584.2292785644531, y_449.8289394378662
frame 764 : x_582.844409942627, y_431.8455219268799
frame 765 : x_583.803882598877, y_417.84825325012207
frame 766 : x_586.2955474853516, y_409.1243362426758
frame 767 : x_589.1915321350098, y_408.2869291305542
frame 768 : x_591.3032722473145, y_419.23564195632935
frame 769 : x_591.0098075866699, y_444.3969511985779
frame 770 : x_592.1467590332031, y_481.37588024139404
frame 771 : x_594.0805053710938, y_518.8274359703064
frame 772 : x_595.100269317627, y_490.1196026802063
frame 773 : x_597.4639320373535, y_458.61480474472046
frame 774 : x_599.2548942565918, y_434.6914744377136
frame 775 : x_600.945930480957, y_417.58511781692505
frame 776 : x_604.0439414978027, y_409.10560369491577
frame 777 : x_603.4525108337402, y_416.52841329574585
frame 778 : x_602.8999900817871, y_438.0098819732666
frame 779 : x_600.1937866210938, y_474.08364057540894
frame 780 : x_596.786994934082, y_512.2435784339905
frame 781 : x_594.853515625, y_490.241482257843
frame 782 : x_592.088794708252, y_457.5911021232605
frame 783 : x_592.1422004699707, y_430.86185932159424
frame 784 : x_591.4902305603027, y_407.5592350959778
frame 785 : x_592.6025390625, y_388.64230155944824
frame 786 : x_594.1807174682617, y_375.3216361999512
frame 787 : x_595.9136581420898, y_370.4591774940491
frame 788 : x_595.7914733886719, y_377.25963950157166
frame 789 : x_595.4178428649902, y_397.18127489089966
frame 790 : x_594.2941284179688, y_431.23393535614014
frame 791 : x_592.1178245544434, y_474.3375492095947
frame 792 : x_594.1209030151367, y_515.150191783905
frame 793 : x_591.8026733398438, y_481.8121147155762
frame 794 : x_590.179328918457, y_447.81344175338745
frame 795 : x_589.6795463562012, y_423.06036472320557
frame 796 : x_590.2668571472168, y_405.63066244125366
frame 797 : x_591.3163757324219, y_394.1653561592102
frame 798 : x_593.3539390563965, y_393.3384418487549
frame 799 : x_594.1240119934082, y_406.2015223503113
frame 800 : x_592.039737701416, y_432.2013759613037
frame 801 : x_587.7007675170898, y_469.2165684700012
frame 802 : x_585.2090835571289, y_509.6392822265625
frame 803 : x_582.4127769470215, y_486.530442237854
frame 804 : x_578.7895202636719, y_456.4122176170349
frame 805 : x_576.7739295959473, y_437.05437183380127
frame 806 : x_578.1649780273438, y_420.5093264579773
frame 807 : x_581.1399459838867, y_406.5423774719238
frame 808 : x_585.7060241699219, y_398.81529808044434
frame 809 : x_589.567985534668, y_398.75206232070923
frame 810 : x_591.1041641235352, y_412.45437383651733
frame 811 : x_589.7474479675293, y_437.91229248046875
frame 812 : x_588.934326171875, y_474.8338222503662
frame 813 : x_588.0095100402832, y_513.3357095718384
frame 814 : x_586.8971824645996, y_484.92613792419434
frame 815 : x_585.7566452026367, y_455.131151676178
frame 816 : x_586.5762901306152, y_428.12883853912354
frame 817 : x_586.8891525268555, y_408.0921792984009
frame 818 : x_589.6170997619629, y_393.6569595336914
